t_since_start,t_ros,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,x_abs,x_delta,cur_vx,cur_vy,cur_vz,cur_wx,cur_wy,cur_wz,cmd_vx,cmd_vy,cmd_vz,cmd_wx,cmd_wy,cmd_wz,Fx,Fy,Fz,Tx,Ty,Tz
0.0020308494567871094,1757904938.5004168,0.16323621946829495,0.3974802883782613,-1.7846872601956527,-0.06946785459499567,-0.021773508455027075,-0.004848952180616392,0.16323621946829495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0693920828253045,-11.257009512735195,1.472342116278984,2.299367467510736,-0.6215883413323121,-1.9372451537155604,-0.5224182913133413,11.25348710026357,-1.4583199077361397,-2.3682918749909376,0.5982860405839845,1.9421503930509543
0.005400657653808594,1757904938.5037866,0.16323621946829495,0.3974802883782613,-1.7846872601956527,-0.06946785459499567,-0.021773508455027075,-0.004848952180616392,0.16323621946829495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0693920828253045,-11.257009512735195,1.472342116278984,2.299367467510736,-0.6215883413323121,-1.9372451537155604,-0.5224182913133413,11.25348710026357,-1.4583199077361397,-2.3682918749909376,0.5982860405839845,1.9421503930509543
0.06441783905029297,1757904938.5628037,0.162317375334902,0.39360884525340745,-1.770854421593888,0.5343304885116097,-0.11615656369551414,-0.025952529608546472,0.162317375334902,-0.0009188441333929376,0.0,0.0,0.0,0.0,0.0,0.0,-2.5248114052738746,-11.948582250662866,1.4042662503256285,2.893250507642371,-0.6942219180627188,-2.0249301291012074,-1.0679178129981641,11.941188395066387,-1.3764112031810194,-2.3583765720159673,0.5765365620739041,2.008731791008671
0.0640878677368164,1757904938.5624738,0.162317375334902,0.39360884525340745,-1.770854421593888,0.5343304885116097,-0.11615656369551414,-0.025952529608546472,0.162317375334902,-0.0009188441333929376,0.0,0.0,0.0,0.0,0.0,0.0,-2.5248114052738746,-11.948582250662866,1.4042662503256285,2.893250507642371,-0.6942219180627188,-2.0249301291012074,-1.0679178129981641,11.941188395066387,-1.3764112031810194,-2.3583765720159673,0.5765365620739041,2.008731791008671
0.06420493125915527,1757904938.5625908,0.162317375334902,0.39360884525340745,-1.770854421593888,0.5343304885116097,-0.11615656369551414,-0.025952529608546472,0.162317375334902,-0.0009188441333929376,0.0,0.0,0.0,0.0,0.0,0.0,-2.5248114052738746,-11.888582250662868,2.0242662503256295,2.975650507642371,-0.6842219180627188,-2.0279301291012075,-1.0679178129981641,11.881188395066388,-1.9964112031810204,-2.4407765720159675,0.5665365620739041,2.011731791008671
0.1159670352935791,1757904938.614353,0.1626690135434109,0.3954386158770284,-1.7778460311563018,-0.04792059348944755,0.020020782376211882,-0.0053331184867561965,0.1626690135434109,-0.0005672059248840455,0.010541541011798071,0.05485354436560247,-0.20959707209633732,-17.39730293635085,4.169265634063807,-0.38878775237943347,-3.0226095215216335,-12.305029142666681,1.4043392537560746,-15.015189109536793,3.5957329712343067,-2.325874192971059,-0.5592265175300982,12.354318602059426,-1.5930728882702168,-2.429490973188711,0.5920246529124117,1.9415075136208793
0.16968679428100586,1757904938.6680727,0.1626690135434109,0.3954386158770284,-1.7778460311563018,-0.04792059348944755,0.020020782376211882,-0.0053331184867561965,0.1626690135434109,-0.0005672059248840455,-0.01700391019694557,-0.06120601767274424,0.20508890883966024,0.6458450434826315,1.2516429214689246,0.05900779932512873,-2.9197195155667037,-11.628970641500636,1.6813390720331873,2.9601078091598643,0.6884243519064172,-1.8819819375915976,-0.6896619746937716,11.562200538855034,-1.455386725611332,-2.3616399120518863,0.5817105596454188,1.9454108099459804
0.21977901458740234,1757904938.718165,0.16209471778180154,0.392621875694273,-1.7687350095741972,0.5682023793252509,-0.1359400924246405,-0.040025376869627385,0.16209471778180154,-0.0011415016864934069,-0.017216575013231296,-0.0844418884675272,0.2731355461790281,18.37039193496804,-4.860947125844474,0.20127318144527886,-3.663290075573773,-12.50773155680433,2.2382032758734796,21.3565904924127,-5.6221406663680185,-1.6328052938353923,0.05312162473540313,12.41490884318119,-1.9350932705301516,-2.4174527310046137,0.6237246558056039,1.803807289927054
0.2710452079772949,1757904938.769431,0.16323621946829495,0.3974802883782613,-1.7846872601956527,-0.06946785459499567,-0.021773508455027075,-0.004848952180616392,0.16323621946829495,0.0,0.034220362156414025,0.14564730260024622,-0.478222502809454,-19.01016560825347,3.636616673927068,0.17769680846987332,-3.5317289987536893,-11.912910198329257,0.6479807303318212,-16.777859827894684,3.0228961397287204,-1.6610298695288335,-0.025861013228542368,12.055035088457878,-1.112181024598431,-2.3012301878389887,0.5904182334500201,1.8436319173341007
0.3248775005340576,1757904938.8232634,0.1638535441904744,0.399524953751959,-1.7991461938093933,0.44267619495841776,-0.17003301246060942,-0.04839776046280428,0.1638535441904744,0.0006173247221794576,0.018506522418241637,0.061296177225085374,-0.433458388191314,15.197429409671685,-4.657908115128735,-0.4586016339342413,-2.9972680958929745,-12.758710429773792,1.5537325957235306,18.079504871761323,-5.39149627004171,-2.4274485062049895,-0.5754184311052503,12.81852885990095,-1.987627708985741,-2.4388558200164256,0.5620263501590647,1.930203303323954
