time,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12
7.152557373046875e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018207788467407227,0.0,0.0,0.0,0.0,0.0,0.0,0.0021784806922308083,5.9773703128596e-05,-0.0002652551826410808,-0.0009863177298786757,-0.00031523466261114744,6.435869224715926e-06
0.05131864547729492,0.014287113661873957,0.03762539050498816,0.0657407407018608,0.0472948781494325,-0.0001648623956630777,-0.05352827787960222,0.015869252048696447,-0.007480485332937985,-0.06341724991960773,-0.052644522201413704,0.009855626467465317,-0.023060267902431642
0.08324456214904785,0.026935986231209255,0.06499937830179592,0.11150554173908314,0.045763134832129564,0.0018510644033231881,-0.03966489383391916,0.006663831213734589,-0.022743660589088756,-0.0981374074671974,-0.033272339433537926,-0.012435282533792448,-0.03504669634385329
0.11663413047790527,0.029716564824091234,0.06544840628590753,0.09667722423441424,-0.24604295255518427,0.20903368299120384,0.12374279276647604,0.04100859732344737,-0.045539840119120836,-0.09307622908769872,0.26826839981226314,-0.2813396161889695,0.07740158783229897
0.14860892295837402,0.022746087395030683,0.03227874442604825,0.007637260548586711,0.09971673246682866,-0.026561002768987096,0.05847995873538514,0.06374966618446168,-0.033555701115558056,0.014936677083717945,-0.15377782874238527,-0.02681816124681896,0.03935069578546233
0.184173583984375,-0.08540326445707709,0.10531085229727165,0.16642032338796875,0.012007312924284044,-0.2685384745547055,-0.05471847890936471,0.08679938270616326,-0.03702552571573383,0.045949056946171005,-0.09347884806368581,0.069124349964395,-0.0008103235400998832
0.21836233139038086,-0.1732935497178938,0.17324222704974712,0.11886176188426452,-0.7177445412720888,-0.014495121437158365,-0.06087234993683655,0.18341891875559369,0.02884118568622792,-0.02676868920613,0.42372759297278384,-0.16008158093175234,-0.02467216195232326
0.2526109218597412,-0.2392023962534336,0.08410485074850137,-0.11056631989184486,-0.039162511147833756,0.0023760505730158997,-0.08634802846764436,0.228134926935321,-0.018267802180781195,-0.020516579465308292,-0.1674919290901281,-0.1107273365781617,-0.07739760341038177
0.28417325019836426,-0.1516779203004343,-0.06413459770315509,-0.34435609015619917,0.8021137786468013,-0.2550903732097408,-0.0910690176704937,0.21763043605781937,0.07408077624625431,0.32250569669206736,-0.9541138258630992,0.1713386753247318,-0.12959698062800368
0.31609582901000977,-0.11418379347761598,-0.19123917395291445,-0.47350221879459886,-1.1721430547727754,0.8908035868290148,-0.0961931605103816,0.2216280774008234,0.27536290611684533,0.5928420972948165,1.2486423561137499,-0.48871589146910854,0.06282430672149872
0.3527493476867676,-0.22161382863815982,-0.16896617985828308,-0.22487379200130433,-0.4111584847008811,0.3877058085711914,-0.21005912411218725,0.2595822861318275,0.22849658214635418,0.3927157314568998,0.5311580394082629,-0.25699596298815613,-0.065420015870233
0.3873598575592041,-0.344390770860959,-0.2653138685676286,-0.10375291358725468,0.29434653323674875,0.09392865604768147,-0.09948038885719472,0.344574157454168,0.045649843419328096,0.09125657538503323,-0.37160235948515186,-0.14396803774209024,0.017731429765421705
0.420729398727417,-0.26926455474236527,-0.2131341248115527,0.012549865108961097,0.1164336019994564,-0.19593894059421552,0.10413161247172241,0.3598025724357903,0.02845842262290172,0.10971026847321769,-0.3180172676696088,0.052626806131829934,0.05771493428880245
0.45269203186035156,-0.2955409833237125,-0.3562114859015789,-0.09962777076101778,-2.9100035123331245,1.6546781486058104,-1.08501543081443,0.3512031111618666,0.21230984963140442,0.4601775652231478,2.82328543247492,-1.395443022246559,-0.8668410258912908
0.4860365390777588,-0.3415818503062001,-0.26666286123372385,-0.0800413651323678,0.02164371079653371,-0.00889747959390741,0.3702172443324754,0.3907460264289447,0.1416417054303101,0.19133096165669083,0.019665347111035736,-0.07867415278126288,0.25668341658569693
0.520134449005127,-0.26368128972503807,-0.2324847847698042,-0.08336782778059898,0.8983745327474382,-0.5287878865393306,0.1594750518173046,0.30581366169461,0.12139496789418405,0.12662143145023813,-0.8744329329151193,0.5319231201347254,0.13166746318019099
0.5603318214416504,-0.18075539967443655,-0.12964715859428028,0.0979939140670788,-0.35460513149241835,0.2704191823941239,-0.058011707815080166,0.22008375768842686,0.050487578888782456,0.011540763300621829,0.35344332816194224,-0.3182739639596619,-0.08520142809163722
0.603203535079956,-0.15736000088472393,-0.11697018547916793,0.05756649734420551,-0.22642955018356917,0.17334758243256088,0.05512355536096916,0.1851654278089755,0.048385260928373044,0.026086662554329926,0.2417949071054661,-0.13783690803493218,0.044538771305453195
0.6532242298126221,-0.10846872501247196,-0.06498365344500405,0.10724925210860431,0.37641532243644704,-0.23927694557783807,-0.08310269001074685,0.13340657199270742,0.007699224213156226,-0.07037286764321292,-0.3710345815093935,0.22151255728707533,-0.08029035701855956
0.7109382152557373,-0.06584964604619775,-0.03969016474488442,0.09937638680882882,-0.2605751130922349,0.23438893651295972,0.13214066768159996,0.08158221946457347,0.005660241421944324,-0.027831611619643003,0.2864941067660278,-0.22640626984747456,0.12675696679424253
0.7667014598846436,-0.05728827629747024,-0.004773270393081244,0.13870979413608042,-0.295303238893795,0.1911197997133673,-0.1451952190529647,0.07023779385990174,-0.020752887119525498,-0.07567740580684676,0.2950291069083267,-0.19943723371336075,-0.15211372485061664
0.8191072940826416,-0.04058982377832118,-0.024610244444293956,0.035367160653808336,0.2823252360053797,-0.1423100961237943,0.09017118638815302,0.04517061025240563,0.005058916567217936,-0.013171606882581899,-0.26129368225005173,0.17859384910610682,0.09558894897419234
0.8708322048187256,-0.019973449895846332,-0.03281784894413466,0.0176972420984097,-0.2789070095316822,0.2292562183740255,-0.11739670001927269,0.021181203420402323,0.029750747679040214,0.03828652957456942,0.2667228382250349,-0.2016956297943292,-0.11713952824148421
0.9309241771697998,-0.02912453977203314,-0.04805172254272448,-0.0373895477778127,-0.2896886753427529,0.20723166376336621,0.036621938678083804,0.02584017078736472,0.04932193235873954,0.08597973778500229,0.2856354930845898,-0.1886806545067054,0.03124350436791501
0.9991865158081055,-0.01712885960374926,-0.014492142969514267,0.01397258861291574,0.25365979821777696,-0.17622391560440614,-0.11181238768897031,0.017643551036265918,0.01705700145137745,-0.0015038055386108473,-0.2668655833802832,0.14454866184030907,-0.10999911216163008
1.0579187870025635,-0.15653255152067844,0.07202494486136124,0.15730902278405295,-0.1101636064377653,0.21489210920316432,0.0352656408232592,0.0028223388513438814,0.0020434880498815186,-0.0053019729082221505,0.2788353258614945,-0.22968226583641493,0.06296770180890379
1.1043167114257812,-0.1402289982292456,0.07893976175504287,0.17667296975416175,-0.3225097600221253,0.1974660898280476,-0.11781190700653213,0.01686980379709216,-0.019937522956856215,-0.05189403283828534,0.2888082912049927,-0.19923963186409607,-0.13402417937363145
1.1416544914245605,-0.08918305783130469,0.06843175847374171,0.2451429087982197,0.837186659343751,-0.5762580299445517,-1.012741896575739,-0.0018110094632300781,-0.02977709196006944,-0.21830748220486523,-0.9516286141049943,0.6295108070022722,-1.0000844356219922
1.1836905479431152,-0.033439914194167315,0.03548208818307915,0.17313699654577552,-0.2152269631159015,0.250434778682716,0.19142968586000886,-0.049050171189796404,0.014741047330068431,-0.09346415862720404,0.23664011430251053,-0.21454433774557158,0.19012758606159474
1.222527265548706,-0.03597499182541761,0.0357141846723645,0.16466527772198386,-0.47909668985911147,0.3184892460969446,0.020049778823646308,-0.029609103524348084,0.0045637547184935595,-0.09093044320656772,0.49483874622441326,-0.33077078473254623,0.007164813236862577
1.261153221130371,-0.032674812941178105,-0.006320334111578167,0.02260856827066038,0.28754392875991164,-0.15738269178081032,0.20126968680502896,0.10287558684583328,-0.05777295543532034,-0.0760309217764715,-0.36960001850322277,-0.08919821267271041,0.04890950066192195
1.295907735824585,0.0012479590936923107,0.02072280216918894,0.060196595723312665,0.11028635600766049,-0.04346123877825704,-0.01545032466531468,0.11742300785307842,-0.04837440272284363,-0.03515363040523489,-0.16877383807303456,0.06980783180855349,0.06747862114167505
1.3262033462524414,0.015070576765650788,0.029280867159191315,0.09046411458469843,-0.7081166971053874,0.2601637558403413,-0.25246233301318677,0.08083546416468601,-0.041494116581321176,0.06551372008431292,0.7472847464070999,-0.21778745423509838,0.005748953332509986
